modelo,representacao,protocolo_features,subset_features,variante,features_usadas,n_features,thr,f1,precision,recall,false_alarm_rate,accuracy,balanced_accuracy,mcc,avg_precision,objective_score,tp,fp,fn,tn
Isolation Forest,idle,current,current_univar_js,iforest,js,1,0.18989020257748046,0.20864485981308414,0.24853882549401615,0.17978659150392592,0.034578146611341634,0.9184356600161346,0.5726042224462922,0.16924761501100022,0.10564024279674941,0.33969356411068763,893.0,2700.0,4074.0,75384.0
Isolation Forest,composite,current,current_geom_4,iforest,"js, fro, cos, euclid",4,0.21031652725303518,0.19966489807316393,0.32574031890660593,0.14395007046506947,0.01895394703140208,0.9309821675837738,0.5624980617168337,0.1847784254245279,0.1278635741562123,0.33365553204138165,715.0,1480.0,4252.0,76604.0
Isolation Forest,idle,legacy,legacy_mv,iforest,"js, fro, d_js, d_fro, rare",5,0.182628344675153,0.19277433270423297,0.2917176662586699,0.14395007046506947,0.022232467598995952,0.9278997242658126,0.5608588014330367,0.1705463073453088,0.13319599559789053,0.32520766940284357,715.0,1736.0,4252.0,76348.0
Isolation Forest,composite,current,current_full_6,iforest,"js, fro, rare, cos, euclid, avg_pool",6,0.19099239417034897,0.18051857042747024,0.29704797047970477,0.12965572780350312,0.019517442753957278,0.9295974762495334,0.5550691425247729,0.16379783295192404,0.10908169854700747,0.3124547510947784,644.0,1524.0,4323.0,76560.0
XGBoost,len,current,current_univar_cos,xgb,cos,1,0.5,0.22885606320851942,0.1379695978130307,0.6706261324743306,0.26653347676860817,0.7297082515562726,0.7020463278528613,0.21102130643599287,0.44977148349746476,0.3110809283027219,3331.0,20812.0,1636.0,57272.0
Isolation Forest,composite,current,current_pair_js_fro,iforest,"js, fro",2,0.21740026195233986,0.1848775752346025,0.1991171003717472,0.17253875578820213,0.04414476717381282,0.9090077181490891,0.5641969943071947,0.13734715151222165,0.11652872910336959,0.3104761553005667,857.0,3447.0,4110.0,74637.0
TEDA,idle,legacy,legacy_mv,legacy_mv,"js, fro, d_js, d_fro, rare",5,2.6,0.1683573050719152,0.33943833943833945,0.11193879605395611,0.01385687208647098,0.9338599174001517,0.5490409619837425,0.16726815046716226,0.16919908992186578,0.30076764033758596,556.0,1082.0,4411.0,77002.0
KAN (pykan),composite,current,current_pair_js_fro,"width=[2,8,2],grid=3,k=3,steps=25","js, fro",2,0.5,0.1533667993768392,0.5469135802469136,0.0891886450573787,0.004700066594949029,0.941108475515045,0.5422442892312148,0.20386346843216577,0.3191273603934644,0.2872828483764107,443.0,367.0,4524.0,77717.0
One-Class SVM,composite,current,current_univar_rare,ocsvm,rare,1,0.02734262601240056,0.15841327456572465,0.22242446305060065,0.12301187839742299,0.02735515598586138,0.9218311639835763,0.5478283612057808,0.12683691887834825,0.10113306160081782,0.28579606027211835,611.0,2136.0,4356.0,75948.0
Isolation Forest,composite,current,current_univar_rare,iforest,rare,1,0.2413874193385368,0.15749870264660096,0.22145202480846407,0.12220656331789813,0.027329542543927055,0.9218070823951547,0.5474385103869855,0.12593597668569542,0.09671686608402508,0.2847929903529729,607.0,2134.0,4360.0,75950.0
Isolation Forest,composite,current,current_pair_rare_avg_pool,iforest,"rare, avg_pool",2,0.19771355922719247,0.1513552410650036,0.18718481162859685,0.1270384537950473,0.035090415450028174,0.9147993401644773,0.5459740191725095,0.11048836213216776,0.10980008796459391,0.2755671004506211,631.0,2740.0,4336.0,75344.0
XGBoost,len,current,current_univar_js,xgb,js,1,0.5,0.20965930363159863,0.12405390437511538,0.6764646668008858,0.30383945494595566,0.6949826010523654,0.6863126059274651,0.18848369556248828,0.26750932183979975,0.2748936458823804,3360.0,23725.0,1607.0,54359.0
One-Class SVM,idle,current,current_univar_js,ocsvm,js,1,0.000980037059593597,0.1396067415730337,0.23084068741291222,0.10006039863096436,0.02120792992162287,0.9262380946647241,0.5394262343546707,0.11766640740826063,0.09059976680784945,0.2670405246891334,497.0,1656.0,4470.0,76428.0
Isolation Forest,len,current,current_pair_cos_euclid,iforest,"cos, euclid",2,0.18435573111454218,0.157331854551216,0.12970219435736677,0.1999194684920475,0.08533118180421086,0.8719220719798678,0.5572941433439184,0.09392822106496407,0.10054729371711062,0.26678947675572184,993.0,6663.0,3974.0,71421.0
TEDA,idle,current,current_univar_js,current_univar_js,js,1,1.8,0.15677207637231505,0.12451131382537614,0.21159653714515805,0.09464166794733876,0.8638667806528518,0.5584774345989096,0.09178061084706976,0.12688946421750735,0.2632668512404739,1051.0,7390.0,3916.0,70694.0
TEDA,idle,current,current_pair_js_fro,current_pair_js_fro,"js, fro",2,1.8,0.15677207637231505,0.12451131382537614,0.21159653714515805,0.09464166794733876,0.8638667806528518,0.5584774345989096,0.09178061084706976,0.12706282069320807,0.2632668512404739,1051.0,7390.0,3916.0,70694.0
TEDA,idle,current,current_geom_4,current_geom_4,"js, fro, cos, euclid",4,2.4,0.15677207637231505,0.12451131382537614,0.21159653714515805,0.09464166794733876,0.8638667806528518,0.5584774345989096,0.09178061084706976,0.12732785951640346,0.2632668512404739,1051.0,7390.0,3916.0,70694.0
TEDA,idle,current,current_full_6,current_full_6,"js, fro, rare, cos, euclid, avg_pool",6,2.4,0.15677207637231505,0.12451131382537614,0.21159653714515805,0.09464166794733876,0.8638667806528518,0.5584774345989096,0.09178061084706976,0.12717924647853562,0.2632668512404739,1051.0,7390.0,3916.0,70694.0
KAN (pykan),composite,current,current_univar_rare,"width=[1,8,2],grid=3,k=3,steps=25",rare,1,0.5,0.1263623978201635,0.40994475138121544,0.07469297362593115,0.006838788996465345,0.9382307256986671,0.5339270923147329,0.15498413456096544,0.1580787645182146,0.25745059475008386,371.0,534.0,4596.0,77550.0
Isolation Forest,composite,current,current_univar_cos,iforest,cos,1,0.18973445630191654,0.14326914131547122,0.13317191283292978,0.15502315280853635,0.0641872854874238,0.8891163261128704,0.5454179336605562,0.0846337889512045,0.11006221210805214,0.25715807481001196,770.0,5012.0,4197.0,73072.0
Isolation Forest,composite,current,current_univar_js,iforest,js,1,0.2644453299066387,0.1439137978266825,0.13168449197860962,0.15864707066639822,0.0665437221453819,0.88711755427388,0.5460516742605082,0.08446436219545767,0.10574224418607901,0.2571364136409259,788.0,5196.0,4179.0,72888.0
Isolation Forest,idle,current,current_geom_4,iforest,"js, fro, cos, euclid",4,0.17327329033524463,0.12197815682905878,0.15619107479572597,0.10006039863096436,0.03438604579683418,0.9138481174218251,0.5328371764170651,0.0811306017476064,0.09134482315622665,0.2431523349044331,497.0,2685.0,4470.0,75399.0
TEDA,composite,current,current_univar_js,current_univar_js,js,1,2.4,0.1283777377453304,0.12132616487455197,0.13629957720958324,0.06279135290200297,0.889308978820243,0.5367541121537901,0.06962694783380265,0.08265145638275975,0.2405892922680769,677.0,4903.0,4290.0,73181.0
TEDA,composite,current,current_pair_js_fro,current_pair_js_fro,"js, fro",2,1.8,0.13415956622773045,0.10902681606445927,0.17435071471713307,0.09063316428461657,0.8654080023118325,0.5418587752162582,0.06750084954318021,0.08288871341671451,0.2379026525321792,866.0,7077.0,4101.0,71007.0
TEDA,composite,current,current_geom_4,current_geom_4,"js, fro, cos, euclid",4,1.8,0.13415956622773045,0.10902681606445927,0.17435071471713307,0.09063316428461657,0.8654080023118325,0.5418587752162582,0.06750084954318021,0.08312343706499703,0.2379026525321792,866.0,7077.0,4101.0,71007.0
TEDA,composite,current,current_full_6,current_full_6,"js, fro, rare, cos, euclid, avg_pool",6,1.8,0.13415956622773045,0.10902681606445927,0.17435071471713307,0.09063316428461657,0.8654080023118325,0.5418587752162582,0.06750084954318021,0.08275594259794096,0.2379026525321792,866.0,7077.0,4101.0,71007.0
XGBoost,idle,current,current_univar_js,xgb,js,1,0.5,0.18077117159903824,0.10601629412993524,0.6130461042883028,0.3288381742738589,0.6676861205765132,0.6421039650072219,0.14169062086555753,0.1448512166423261,0.22620380185499311,3045.0,25677.0,1922.0,52407.0
One-Class SVM,len,current,current_univar_avg_pool,ocsvm,avg_pool,1,0.1748679604085821,0.09315068493150684,0.19089207735495944,0.0616066035836521,0.01661031709441115,0.9282609480921361,0.5224981432446204,0.07755285783050335,0.09747871536849603,0.21796160975961804,306.0,1297.0,4661.0,76787.0
One-Class SVM,len,current,current_pair_rare_avg_pool,ocsvm,"rare, avg_pool",2,0.12535881060161946,0.09342144788224692,0.18391484328799526,0.06261324743305818,0.017673274934685724,0.9273217661436949,0.5224699862491862,0.07545423753921957,0.09343359088422099,0.21785329821740346,311.0,1380.0,4656.0,76704.0
One-Class SVM,len,current,current_pair_js_fro,ocsvm,"js, fro",2,0.11671059437634423,0.10669754185963662,0.09567161795240377,0.1205959331588484,0.07251165411608011,0.8792308340658149,0.5240421395213841,0.04318739705376981,0.061876758851991086,0.2123289977993546,599.0,5662.0,4368.0,72422.0
One-Class SVM,len,current,current_univar_fro,ocsvm,fro,1,0.1361229391046772,0.08773500447627575,0.16945244956772335,0.05919065834507751,0.0184544849136827,0.9263825841952535,0.5203680867156973,0.06754148331562196,0.08826086796827895,0.21136795643541112,294.0,1441.0,4673.0,76643.0
One-Class SVM,len,current,current_univar_euclid,ocsvm,euclid,1,0.1361229391046772,0.08773500447627575,0.16945244956772335,0.05919065834507751,0.0184544849136827,0.9263825841952535,0.5203680867156973,0.06754148331562196,0.08826086796827895,0.21136795643541112,294.0,1441.0,4673.0,76643.0
One-Class SVM,len,current,current_univar_js,ocsvm,js,1,-0.00010749012603431986,0.11040180247840782,0.08804504072831816,0.14797664586269377,0.09749756672301624,0.8573767925732382,0.5252395395698388,0.039808818520029265,0.05590262820449968,0.20758753901781185,735.0,7613.0,4232.0,70471.0
Isolation Forest,len,current,current_geom_4,iforest,"js, fro, cos, euclid",4,0.17968189346083985,0.1060618161488699,0.08790045009266614,0.13368230320112745,0.08823830746375698,0.8652273903986707,0.5227219978686852,0.037475831647089786,0.070826583273705,0.20585890800372628,664.0,6890.0,4303.0,71194.0
TEDA,len,current,current_univar_js,current_univar_js,js,1,2.2,0.09670244657189828,0.09304056568663938,0.10066438494060802,0.06241995799395523,0.8875269412770467,0.5191222134733263,0.036863894212639255,0.06581332594124614,0.20463601464234554,500.0,4874.0,4467.0,73210.0
TEDA,len,current,current_pair_js_fro,current_pair_js_fro,"js, fro",2,2.2,0.09670244657189828,0.09304056568663938,0.10066438494060802,0.06241995799395523,0.8875269412770467,0.5191222134733263,0.036863894212639255,0.06587908081909696,0.20463601464234554,500.0,4874.0,4467.0,73210.0
Isolation Forest,len,current,current_univar_js,iforest,js,1,0.16645296724629366,0.10128913443830571,0.0866886373405932,0.1218039057781357,0.08163003944470058,0.8707300333529999,0.5200869331667175,0.03433702939650885,0.07715447420873331,0.2027403539243399,605.0,6374.0,4362.0,71710.0
One-Class SVM,composite,current,current_univar_js,ocsvm,js,1,0.0117972006843452,0.08007498660953401,0.11955217912834866,0.06019730219448359,0.028200399569694175,0.9172797437718992,0.5159984513123946,0.04439626425926235,0.05604859592948365,0.1992044595882397,299.0,2202.0,4668.0,75882.0
TEDA,len,current,current_geom_4,current_geom_4,"js, fro, cos, euclid",4,2.8,0.08904608342869033,0.09212225570383126,0.08616871350916046,0.054018749039495925,0.8945587650961457,0.5160749822348323,0.033173945083107996,0.06619293429066855,0.19915826682357485,428.0,4218.0,4539.0,73866.0
KAN (pykan),composite,current,current_pair_rare_avg_pool,"width=[2,8,2],grid=3,k=3,steps=25","rare, avg_pool",2,0.5,0.0711095229587279,0.31587301587301586,0.04006442520636199,0.005519696736847497,0.9373999108981228,0.5172723642347572,0.09441058209354858,0.1838404397781715,0.19849572015952058,199.0,431.0,4768.0,77653.0
Isolation Forest,len,current,current_pair_js_fro,iforest,"js, fro",2,0.18736508828187337,0.06887020614994817,0.08046286329386437,0.06019730219448359,0.04376056554479791,0.902650178805794,0.5082183683248428,0.018852694829270863,0.061515370974318355,0.1806086002904796,299.0,3417.0,4668.0,74667.0
TEDA,len,current,current_full_6,current_full_6,"js, fro, rare, cos, euclid, avg_pool",6,2.8,0.06887532693984307,0.07507721549061534,0.06361989128246426,0.049856564725167765,0.8971234542630432,0.5068816632786483,0.014879325399544733,0.06580564984996659,0.17814594510569642,316.0,3893.0,4651.0,74191.0
One-Class SVM,idle,current,current_univar_rare,ocsvm,rare,1,1.028244156486835e-10,0.05416116248348745,0.15059687786960516,0.033017918260519426,0.0118462168946263,0.9310303307606169,0.5105858506829466,0.04413302054142745,0.06821197117698288,0.17766144924110489,164.0,925.0,4803.0,77159.0
Isolation Forest,composite,current,current_univar_avg_pool,iforest,avg_pool,1,0.2256375525199068,0.05110847859197834,0.1602972399150743,0.03040064425206362,0.010130116285026382,0.9324872668601221,0.5101352639835186,0.04539127000102523,0.10757157695356487,0.17509675388809876,151.0,791.0,4816.0,77293.0
Isolation Forest,len,current,current_full_6,iforest,"js, fro, rare, cos, euclid, avg_pool",6,0.17338151274729618,0.07718837247495483,0.0651781999722646,0.09462452184417153,0.0863301060396496,0.8646855546591853,0.504147207902261,0.006985009473777109,0.06224119583286673,0.1730096373366427,470.0,6741.0,4497.0,71343.0
Isolation Forest,composite,current,current_univar_fro,iforest,fro,1,0.21479558427560896,0.04222648752399232,0.15837696335078533,0.024360781155627138,0.008234721581886173,0.9339080805769948,0.5080630297868705,0.04005383204194683,0.1094645351211934,0.16636009241704977,121.0,643.0,4846.0,77441.0
Isolation Forest,composite,current,current_univar_euclid,iforest,euclid,1,0.21479558427560896,0.04222648752399232,0.15837696335078533,0.024360781155627138,0.008234721581886173,0.9339080805769948,0.5080630297868705,0.04005383204194683,0.1094645351211934,0.16636009241704977,121.0,643.0,4846.0,77441.0
XGBoost,idle,current,current_univar_rare,xgb,rare,1,0.5,0.03548013883532587,0.4200913242009132,0.018522246829071873,0.0016264535628297732,0.9397719473576477,0.5084478966331211,0.07812419621083416,0.07429279834239992,0.16202285424661572,92.0,127.0,4875.0,77957.0
KAN (pykan),len,current,current_pair_rare_avg_pool,"width=[2,8,2],grid=3,k=3,steps=25","rare, avg_pool",2,0.5,0.032683599133687735,0.7410714285714286,0.01671028790014093,0.00037139490804774343,0.9408435780424077,0.5081694464960466,0.10557530047880732,0.12575088594613892,0.15959597253988267,83.0,29.0,4884.0,78055.0
Random Forest,idle,current,current_univar_rare,rf,rare,1,0.5,0.03226433430515063,0.46629213483146065,0.01671028790014093,0.0012166384918805388,0.9400488856244958,0.5077468247041301,0.07944476769108791,0.0736719876869838,0.15877521700902497,83.0,95.0,4884.0,77989.0
Isolation Forest,idle,current,current_full_6,iforest,"js, fro, rare, cos, euclid, avg_pool",6,0.18244575993822398,0.044568954539666375,0.060637560637560636,0.035232534729212804,0.03471902054198043,0.9096579210364716,0.5002567570936162,0.0006648749814743443,0.08691806653056368,0.15748148662337727,175.0,2711.0,4792.0,75373.0
Isolation Forest,composite,current,current_pair_cos_euclid,iforest,"cos, euclid",2,0.20328241126659663,0.0453835994717253,0.05621653777513385,0.03805113750754983,0.04063572562881,0.9042636452300393,0.4987077059393699,-0.0031097208629899792,0.10014976823211535,0.15583802198648428,189.0,3173.0,4778.0,74911.0
One-Class SVM,len,current,current_univar_rare,ocsvm,rare,1,0.029797241984356404,0.05126067930818921,0.05312027639818614,0.04952687739077914,0.05615747144101224,0.8903565279165814,0.49668470297488343,-0.0068521953607768955,0.0651540773933901,0.1557767400475558,246.0,4385.0,4721.0,73699.0
Isolation Forest,len,current,current_univar_fro,iforest,fro,1,0.20632023150070955,0.031480570585341865,0.08480565371024736,0.01932756190859674,0.013267762921981455,0.9288750285968862,0.5030298994933076,0.012392838497367699,0.06659801018188724,0.15259432843597526,96.0,1036.0,4871.0,77048.0
Isolation Forest,len,current,current_univar_euclid,iforest,euclid,1,0.20632023150070955,0.031480570585341865,0.08480565371024736,0.01932756190859674,0.013267762921981455,0.9288750285968862,0.5030298994933076,0.012392838497367699,0.06659801018188724,0.15259432843597526,96.0,1036.0,4871.0,77048.0
Isolation Forest,len,current,current_univar_avg_pool,iforest,avg_pool,1,0.2362722619201595,0.031140768986336186,0.07385079125847777,0.01973021944835917,0.015739460068644025,0.9265752369026261,0.5019953796898575,0.007546983151870906,0.06273543445476991,0.15113080288477515,98.0,1229.0,4869.0,76855.0
Isolation Forest,len,current,current_univar_rare,iforest,rare,1,0.2045693613589098,0.05706544746422826,0.04924021040327294,0.0678477954499698,0.08333333333333333,0.8659016748744747,0.4922572310583182,-0.013353710853732909,0.05777776756648195,0.15096308856214113,337.0,6507.0,4630.0,71577.0
Isolation Forest,len,current,current_pair_rare_avg_pool,iforest,"rare, avg_pool",2,0.20584879870442063,0.04763293477204239,0.046052631578947366,0.04932554862089793,0.06499410890835511,0.8820363391169281,0.4921657198562714,-0.015174145908845285,0.05899811180755943,0.14792642661818595,245.0,5075.0,4722.0,73009.0
TEDA,composite,current,current_univar_cos,current_univar_cos,cos,1,2.0,0.02032682343563173,1.0,0.010267767263942018,0.0,0.9408074556597753,0.505133883631971,0.09828335842156734,0.43910733680558595,0.14661029434362446,51.0,0.0,4916.0,78084.0
TEDA,len,current,current_univar_rare,current_univar_rare,rare,1,1.8,0.05421039583505495,0.04597701149425287,0.06603583652103885,0.08716254290251524,0.8621931102575526,0.4894366468092618,-0.01787820165413888,0.059486494904637935,0.14606266752149008,328.0,6806.0,4639.0,71278.0
TEDA,len,current,current_pair_rare_avg_pool,current_pair_rare_avg_pool,"rare, avg_pool",2,1.8,0.05421039583505495,0.04597701149425287,0.06603583652103885,0.08716254290251524,0.8621931102575526,0.4894366468092618,-0.01787820165413888,0.06533886053851339,0.14606266752149008,328.0,6806.0,4639.0,71278.0
Isolation Forest,idle,current,current_pair_rare_avg_pool,iforest,"rare, avg_pool",2,0.22496627541333147,0.016773017319963536,0.0888030888030888,0.009261123414535936,0.006044772296501204,0.9350639968212303,0.5016081755590174,0.009687525614408514,0.09093236767178628,0.14005939090594247,46.0,472.0,4921.0,77612.0
KAN (pykan),idle,current,current_univar_js,"width=[1,8,2],grid=3,k=3,steps=25",js,1,0.5,0.011609287429943957,1.0,0.005838534326555265,0.0,0.9405425581871381,0.5029192671632776,0.07410309543005303,0.135746182172242,0.13733910422076337,29.0,0.0,4938.0,78084.0
TEDA,idle,current,current_univar_rare,current_univar_rare,rare,1,1.8,0.013011152416356878,0.0847457627118644,0.007046506945842561,0.004840940525587829,0.9360633827407255,0.5011027832101274,0.007435040227732217,0.06821197117698288,0.13659251903493297,35.0,378.0,4932.0,77706.0
TEDA,idle,current,current_pair_rare_avg_pool,current_pair_rare_avg_pool,"rare, avg_pool",2,3.4,0.013011152416356878,0.0847457627118644,0.007046506945842561,0.004840940525587829,0.9360633827407255,0.5011027832101274,0.007435040227732217,0.29385837939443304,0.13659251903493297,35.0,378.0,4932.0,77706.0
Isolation Forest,idle,current,current_univar_cos,iforest,cos,1,0.16209285714002197,0.0242409402546523,0.030927835051546393,0.019931548218240388,0.039726448440141386,0.9040348701400345,0.4901025498890495,-0.02438378532077114,0.11519521271399255,0.1328623207728652,99.0,3102.0,4868.0,74982.0
Isolation Forest,idle,current,current_pair_cos_euclid,iforest,"cos, euclid",2,0.1838323670871559,0.021211346792742142,0.029031129765652326,0.01671028790014093,0.03555145740484606,0.9077675163453781,0.4905794152476474,-0.024505488423518827,0.0962816586450253,0.13141319051295788,83.0,2776.0,4884.0,75308.0
Isolation Forest,idle,current,current_univar_avg_pool,iforest,avg_pool,1,0.22545694364515245,0.007187440892755817,0.059375,0.0038252466277431045,0.0038548230111162336,0.9367978711875835,0.4999852118083134,-0.00011320459290832496,0.090717370112055,0.1308345557909435,19.0,301.0,4948.0,77783.0
Isolation Forest,idle,current,current_univar_fro,iforest,fro,1,0.2134099442901115,0.0007833920877399139,0.014388489208633094,0.0004026575397624321,0.0017545207725014088,0.9385678679365691,0.4993240683836305,-0.00784232375083782,0.08619047880930711,0.12500032691327206,2.0,137.0,4965.0,77947.0
Isolation Forest,idle,current,current_univar_euclid,iforest,euclid,1,0.2134099442901115,0.0007833920877399139,0.014388489208633094,0.0004026575397624321,0.0017545207725014088,0.9385678679365691,0.4993240683836305,-0.00784232375083782,0.08619047880930711,0.12500032691327206,2.0,137.0,4965.0,77947.0
TEDA,len,current,current_univar_fro,current_univar_fro,fro,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.09446399858283114,0.125,0.0,0.0,4967.0,78084.0
TEDA,len,current,current_univar_cos,current_univar_cos,cos,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.28468134808987855,0.125,0.0,0.0,4967.0,78084.0
TEDA,len,current,current_univar_euclid,current_univar_euclid,euclid,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.09446399858283114,0.125,0.0,0.0,4967.0,78084.0
TEDA,len,current,current_univar_avg_pool,current_univar_avg_pool,avg_pool,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.09366820848791252,0.125,0.0,0.0,4967.0,78084.0
TEDA,len,current,current_pair_cos_euclid,current_pair_cos_euclid,"cos, euclid",2,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.09192998680769189,0.125,0.0,0.0,4967.0,78084.0
TEDA,idle,current,current_univar_fro,current_univar_fro,fro,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.5646125342562311,0.125,0.0,0.0,4967.0,78084.0
TEDA,idle,current,current_univar_euclid,current_univar_euclid,euclid,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.5646125342562311,0.125,0.0,0.0,4967.0,78084.0
TEDA,idle,current,current_univar_avg_pool,current_univar_avg_pool,avg_pool,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.5800580741663219,0.125,0.0,0.0,4967.0,78084.0
TEDA,idle,current,current_pair_cos_euclid,current_pair_cos_euclid,"cos, euclid",2,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.5710578618398413,0.125,0.0,0.0,4967.0,78084.0
TEDA,composite,current,current_univar_fro,current_univar_fro,fro,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.24848253892808486,0.125,0.0,0.0,4967.0,78084.0
TEDA,composite,current,current_univar_rare,current_univar_rare,rare,1,1.8,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.09779073083256026,0.125,0.0,0.0,4967.0,78084.0
TEDA,composite,current,current_univar_euclid,current_univar_euclid,euclid,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.24848253892808486,0.125,0.0,0.0,4967.0,78084.0
TEDA,composite,current,current_univar_avg_pool,current_univar_avg_pool,avg_pool,1,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.25166520327395536,0.125,0.0,0.0,4967.0,78084.0
TEDA,composite,current,current_pair_cos_euclid,current_pair_cos_euclid,"cos, euclid",2,3.4,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.25053321235464066,0.125,0.0,0.0,4967.0,78084.0
TEDA,composite,current,current_pair_rare_avg_pool,current_pair_rare_avg_pool,"rare, avg_pool",2,1.8,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.11321791227837258,0.125,0.0,0.0,4967.0,78084.0
Isolation Forest,len,legacy,legacy_univar_js,iforest,js,1,0.22516709128224033,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.0632605821398059,0.125,0.0,0.0,4967.0,78084.0
Isolation Forest,len,legacy,legacy_univar_fro,iforest,fro,1,0.2660310826969854,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.07089065951670837,0.125,0.0,0.0,4967.0,78084.0
Isolation Forest,idle,legacy,legacy_univar_js,iforest,js,1,0.27615891093061706,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.05980662484497477,0.125,0.0,0.0,4967.0,78084.0
Isolation Forest,idle,legacy,legacy_univar_fro,iforest,fro,1,0.24671001690646566,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.05980662484497477,0.125,0.0,0.0,4967.0,78084.0
Isolation Forest,idle,current,current_univar_rare,iforest,rare,1,-2.9976021664879227e-15,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.05980662484497477,0.125,0.0,0.0,4967.0,78084.0
Isolation Forest,composite,legacy,legacy_univar_js,iforest,js,1,0.27664610346408824,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.06414217599330738,0.125,0.0,0.0,4967.0,78084.0
Isolation Forest,composite,legacy,legacy_univar_fro,iforest,fro,1,0.2814811793955623,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.07400392889665837,0.125,0.0,0.0,4967.0,78084.0
One-Class SVM,len,legacy,legacy_univar_js,ocsvm,js,1,2.060493288505472,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.08331655064496361,0.125,0.0,0.0,4967.0,78084.0
One-Class SVM,len,legacy,legacy_univar_fro,ocsvm,fro,1,1.593441661377419,0.0,0.0,0.0,0.0,0.9401933751550252,0.5,0.0,0.11120517525645471,0.125,0.0,0.0,4967.0,78084.0
